transcript,label
"This call is from Customs Department, Mumbai Airport division. FIR number 421/2026 has been registered against you. A warrant has been issued for your arrest under Section 420 unless this is resolved today. Transfer funds to this account for RBI clearance, failure to comply will result in arrest. I am Inspector Gupta from CBI Headquarters, Delhi. You are not permitted to inform any family member about this investigation, it is confidential.",1
"Hello, This is your bank calling to confirm a transaction of Rs 1200 you made yesterday at a grocery store, please call the branch back if you did not recognize it. Hey, are we still meeting for lunch tomorrow? Let me know what time works.",0
"Hello, Can you send me the report by end of day? No rush if you're busy, tomorrow morning also works. Congratulations, your loan application has been approved, our relationship manager will call you to explain the next steps at your convenience. No urgent action is needed.",0
"Hello, This is regarding your electricity bill for this month, it is now available on the portal, no action needed unless you have queries. Congratulations, your loan application has been approved, our relationship manager will call you to explain the next steps at your convenience. No urgent action is needed.",0
"Good morning, Can you send me the report by end of day? No rush if you're busy, tomorrow morning also works. Reminder: your gym membership renews next week. No action needed if you'd like to continue. No urgent action is needed.",0
"Good afternoon, This is regarding your electricity bill for this month, it is now available on the portal, no action needed unless you have queries. Feel free to call back if anything is unclear.",0
"Dear customer, your Amazon account will be suspended in 24 hours due to KYC non-compliance. Confirm your details within 24 hours: bit.ly/amazon-verify",1
"This call is from Customs Department, Mumbai Airport division. A warrant has been issued for your arrest under Section 120B unless this is resolved today. Send Rs 5 via UPI to this ID immediately to avoid asset seizure. Do not disconnect this video call under any circumstances, this is now an official proceeding. FIR number 386/2026 has been registered against you.",1
"You are being contacted by the Enforcement Directorate regarding your bank account. FIR number 249/2026 has been registered against you. A warrant has been issued for your arrest under Section 120B unless this is resolved today. Send Rs 15 via UPI to this ID immediately to avoid asset seizure. I am Inspector Reddy from CBI Headquarters, Delhi.",1
"Good afternoon, Hi, this is Iyer calling from HDFC Bank customer service regarding your recent card application. Could you confirm your registered email address? Feel free to call back if anything is unclear.",0
"This call is from Customs Department, Mumbai Airport division. Your Aadhaar number has been used in a money laundering case involving Rs 2 lakh. Transfer funds to this account for RBI clearance, failure to comply will result in arrest. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. FIR number 130/2026 has been registered against you.",1
"Good morning, Good afternoon, this is a reminder call from Apollo Hospitals about your appointment scheduled for tomorrow at 10 AM. Hi, this is Mehta, I wanted to follow up on the property documents whenever you get a chance. Have a good day.",0
"Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. Your Aadhaar number has been used in a money laundering case involving Rs 15 lakh. This falls under Section 384 of the IT Act and PMLA. Send Rs 2 via UPI to this ID immediately to avoid asset seizure. You are being contacted by the Enforcement Directorate regarding your bank account.",1
"This is Officer Patel calling from the Cyber Crime Cell, Mumbai. FIR number 955/2026 has been registered against you. I am a Sub-Inspector with the Narcotics Control Bureau. Send Rs 50 via UPI to this ID immediately to avoid asset seizure. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious. Do not go to the police station yourself, we will guide you through the process here.",1
Your Paytm account will be permanently deactivated unless you verify immediately. Click here to verify: http://paytm-kyc-verify.com/update,1
